Zip Code,Latitude,Longitude
62313,40.317726,-91.228289
62314,39.767988,-90.891698
62316,40.235474,-91.053025
62319,40.152482,-90.731284
62320,40.030377,-91.082819
62321,40.409722,-91.095437
62323,39.797568,-90.687395
62324,39.998277,-90.966328
62325,40.045624,-91.162046
62326,40.416736,-90.809095
62330,40.571437,-91.125784
62334,40.388846,-91.233644
62336,40.468065,-91.171385
62338,39.987974,-91.238047
62339,40.128504,-91.0381
62340,39.73477,-90.728245
62341,40.426611,-91.295738
62343,39.696603,-91.245013
62344,40.168894,-90.831101
62345,39.704319,-91.127325
62346,40.150624,-90.951257
62347,39.870093,-91.088955
62348,40.187552,-91.367329
62349,40.170546,-91.191859
62351,40.113608,-91.268867
62352,39.564547,-90.650116
62353,39.967967,-90.756345
62354,40.528412,-91.345937
62355,39.412245,-90.778624
62356,39.58968,-91.076672
62357,39.68582,-90.867067
62358,40.587585,-91.25347
62359,40.033138,-91.201056
62360,39.816263,-91.263432
62361,39.480283,-90.645467
62362,39.782328,-90.747127
62363,39.590496,-90.769665
62365,39.7964,-91.165131
62366,39.472086,-90.901821
62367,40.299312,-90.874264
62370,39.517293,-91.007228
62373,40.241879,-91.339323
62374,40.408924,-90.912064
62375,40.006342,-90.86852
62376,40.120548,-91.434891
62378,39.905859,-90.634784
62379,40.283497,-91.403355
62380,40.23823,-91.190901
62401,39.118722,-88.562385
62410,38.5388,-87.733213
62411,39.071264,-88.733651
62413,39.138799,-87.837748
62414,39.174413,-88.826356
62417,38.70724,-87.766552
62418,39.022272,-88.973758
62419,38.610736,-87.989672
62420,39.287033,-87.998545
62421,38.75353,-87.94353
62422,39.238796,-88.883247
62423,39.462687,-87.57989
62424,38.991159,-88.420192
62425,38.830094,-88.092198
62426,38.892322,-88.664029
62427,38.873127,-87.649864
62428,39.262654,-88.136713
62431,39.22817,-88.988744
62432,39.135473,-88.139823
62433,39.106742,-87.715756
62434,38.842047,-88.321795
62436,39.179864,-88.252556
62438,39.321114,-88.869227
62439,38.744062,-87.639699
62440,39.395491,-88.267884
62441,39.397619,-87.697612
62442,39.303946,-87.853807
62443,38.954328,-88.627068
62444,39.276544,-88.7393
62445,39.169156,-88.321348
62446,38.502952,-88.213291
62447,39.314746,-88.448275
62448,38.968356,-88.179181
62449,39.006223,-87.914352
62450,38.713182,-88.089183
62451,38.971206,-87.611114
62452,38.590061,-88.014703
62454,38.999665,-87.755852
62458,39.02478,-88.851563
62459,38.930022,-88.027785
62460,38.601727,-87.717505
62461,39.194169,-88.684349
62462,39.236991,-88.460632
62463,39.276648,-88.605375
62465,39.34939,-88.640463
62466,38.728411,-87.852631
62467,39.131186,-88.435002
62468,39.276946,-88.270309
62469,39.351236,-88.333828
62471,38.946188,-89.130148
62473,39.021649,-88.567764
62474,39.423611,-88.000675
62475,38.889631,-88.04651
62476,38.542112,-88.01656
62477,39.233553,-87.643438
62478,39.179972,-87.743616
62479,39.037041,-88.306897
62480,38.997392,-87.999575
62481,39.127228,-88.022012
62501,39.941961,-88.805357
62510,39.530665,-89.028916
62512,40.143468,-89.210602
62513,39.721984,-89.150811
62514,39.762441,-89.050691
62515,39.860416,-89.378281
62517,39.591653,-89.425262
62518,40.054193,-89.191409
62519,39.928796,-89.39532
62520,39.818041,-89.455998
62521,39.81707,-88.926317
62522,39.827583,-89.0478
62523,39.844096,-88.952216
62526,39.901605,-88.989407
62530,39.560286,-89.675123
62531,39.674378,-89.37756
62532,39.763354,-88.989253
62533,39.446936,-89.615992
62534,39.529684,-88.800594
62535,39.924871,-88.968976
62536,39.629013,-89.652261
62537,39.853267,-89.09476
62538,39.356412,-89.519915
62539,39.86603,-89.251291
62540,39.583957,-89.417493
62541,39.965366,-89.355146
62543,39.971422,-89.152233
62544,39.706394,-88.967836
62545,39.756717,-89.388304
62546,39.431455,-89.445923
62547,39.770482,-89.242253
62548,39.981254,-89.283539
62549,39.771029,-88.867155
62550,39.617876,-88.989628
62551,39.855374,-89.158927
62553,39.266267,-89.107186
62554,39.944478,-88.882261
62555,39.46298,-89.210466
62556,39.474974,-89.375213
62557,39.396869,-89.104534
62558,39.586712,-89.549853
62560,39.29863,-89.602818
62561,39.863895,-89.501913
62563,39.719259,-89.496252
62565,39.411777,-88.804095
62567,39.645213,-89.18985
62568,39.561004,-89.289158
62570,39.588581,-89.448004
62571,39.381008,-88.960225
62572,39.360937,-89.701524
62573,39.945409,-89.074133
62601,39.749094,-90.039255
62610,39.558844,-90.434858
62611,39.884116,-90.398177
62612,39.896048,-90.063158
62613,39.997432,-89.665941
62615,39.585061,-89.757381
62617,40.156822,-90.16989
62618,39.982598,-90.402049
62621,39.72672,-90.52058
62622,39.978177,-90.353449
62624,40.156569,-90.363732
62625,39.910049,-89.687458
62626,39.282802,-89.883939
62627,40.059128,-90.111077
62628,39.779463,-90.403198
62629,39.677477,-89.716922
62630,39.254828,-90.090501
62631,39.827417,-90.354199
62633,40.22354,-89.870793
62634,40.011749,-89.454744
62635,40.296711,-89.471453
62638,39.609301,-90.081236
62639,40.03767,-90.486012
62640,39.42826,-89.804994
62642,40.093598,-89.724853
62643,40.242994,-89.451703
62644,40.287943,-90.054538
62649,39.357528,-90.070237
62650,39.734542,-90.223047
62655,40.169931,-89.986537
62656,40.140745,-89.370598
62661,39.668014,-89.826988
62663,39.540551,-90.328759
62664,40.212562,-89.724144
62665,39.816949,-90.529555
62666,40.086111,-89.543875
62667,39.487765,-89.992297
62668,39.565113,-90.238419
62670,39.742995,-89.891711
62671,40.17288,-89.558457
62672,39.398009,-89.804455
62673,40.085543,-89.978691
62674,39.441118,-90.023313
62675,40.036029,-89.847921
62677,39.85221,-89.883178
62681,40.136241,-90.542754
62682,40.298725,-89.630971
62684,39.909609,-89.586366
62685,39.139883,-90.002766
62688,39.945973,-89.923096
62689,39.53367,-89.761848
62690,39.505912,-89.762809
62691,39.958257,-90.210428
62692,39.58352,-89.939137
62693,39.958048,-89.516172
62694,39.62278,-90.477118
62695,39.627088,-90.22365
62701,39.800708,-89.648813
62702,39.824137,-89.64194
62703,39.762432,-89.629838
62704,39.773498,-89.68384
62707,39.85496,-89.650458
62711,39.765466,-89.729326
62712,39.753814,-89.579701
62801,38.512863,-89.141837
62803,38.453336,-89.295029
62806,38.382237,-88.076602
62807,38.744774,-88.940675
62808,38.30618,-89.188699
62809,38.268646,-88.290948
62810,38.201276,-88.752318
62811,38.38297,-87.905586
62812,37.997347,-88.916946
62814,38.378397,-88.731915
62815,38.458352,-87.96644
62816,38.189765,-88.922922
62817,37.954474,-88.476107
62818,38.383278,-87.965346
62819,37.977311,-89.016586
62820,38.242402,-88.237445
62821,38.071022,-88.129673
62822,37.977539,-89.056451
62823,38.52852,-88.445583
62824,38.669452,-88.341669
62825,37.998887,-89.068659
62827,38.170656,-88.047709
62828,38.194537,-88.601621
62829,37.973558,-88.48954
62830,38.443409,-88.967632
62831,38.234969,-89.222732
62832,38.011822,-89.24891
62833,38.361723,-88.164177
62835,38.106048,-88.321638
62836,38.094569,-88.805455
62837,38.360406,-88.352856
62838,38.883771,-88.739995
62839,38.665702,-88.501238
62841,37.859261,-89.000174
62842,38.467672,-88.371044
62843,38.38221,-88.199061
62844,38.262729,-88.043467
62846,38.142517,-88.868153
62848,38.434116,-89.166535
62849,38.58494,-88.773698
62850,38.494727,-88.59482
62851,38.427545,-88.659954
62852,38.350223,-87.866785
62853,38.516107,-88.912193
62854,38.769938,-88.801043
62856,37.956409,-88.838457
62858,38.811813,-88.49295
62859,38.081344,-88.532699
62860,38.041367,-88.731934
62861,38.030335,-88.022988
62862,38.219114,-88.299337
62863,38.415834,-87.859872
62864,38.330493,-88.902519
62865,37.972104,-89.080092
62867,37.912266,-88.098946
62868,38.67771,-88.228125
62869,37.9566,-88.277773
62870,38.635153,-89.053057
62871,37.875359,-88.272861
62872,38.268168,-88.809735
62874,37.918705,-88.976028
62875,38.755452,-89.121198
62876,38.276413,-89.195732
62877,38.392824,-89.211204
62878,38.574513,-88.507898
62879,38.764906,-88.360495
62880,38.866987,-88.884389
62881,38.635332,-88.927356
62882,38.636254,-89.118646
62883,38.168415,-89.120371
62884,38.083366,-89.056171
62885,38.859059,-89.054212
62886,38.380898,-88.539227
62887,38.184525,-88.36196
62888,38.130976,-89.234469
62889,38.456539,-88.823598
62890,37.906205,-88.737966
62891,38.015023,-89.042451
62892,38.808355,-89.075972
62893,38.46581,-89.030168
62894,38.20852,-89.036709
62895,38.305545,-88.555138
62896,37.890492,-88.915973
62897,38.094608,-88.898862
62898,38.350379,-89.060166
62899,38.61889,-88.642463
62901,37.739004,-89.209109
62902,37.662587,-89.117546
62903,37.674118,-89.276234
62905,37.55771,-89.367362
62906,37.462109,-89.17253
62907,37.872468,-89.49745
62908,37.310226,-88.864901
62910,37.153109,-88.534459
62912,37.476199,-89.032407
62914,37.061169,-89.218249
62915,37.783608,-89.119606
62916,37.930677,-89.568714
62917,37.693416,-88.651628
62918,37.789529,-89.088131
62919,37.524023,-88.138368
62920,37.550074,-89.237778
62921,37.801912,-89.084262
62922,37.620754,-88.814807
62923,37.346432,-89.016004
62924,37.823,-89.198023
62926,37.366678,-89.131409
62927,37.934662,-89.242307
62928,37.482396,-88.575321
62930,37.837843,-88.44109
62931,37.52143,-88.292023
62932,37.892867,-89.213656
62933,37.772371,-89.025656
62934,37.707239,-88.358633
62935,37.839547,-88.634847
62938,37.381459,-88.53942
62939,37.551161,-88.981647
62940,37.738486,-89.471814
62941,37.239258,-88.986107
62942,37.649362,-89.47287
62943,37.357564,-88.750384
62946,37.709862,-88.538845
62947,37.528691,-88.453991
62948,37.817138,-89.030678
62949,37.827923,-89.144607
62950,37.746447,-89.560711
62951,37.823971,-88.929329
62952,37.417455,-89.34345
62953,37.209471,-88.849519
62954,37.692088,-88.279548
62956,37.279795,-88.938359
62957,37.312496,-89.426131
62958,37.630995,-89.230987
62959,37.718218,-88.910435
62960,37.225299,-88.709403
62961,37.338171,-89.254854
62962,37.07536,-89.335889
62963,37.094559,-89.169921
62964,37.129263,-89.22436
62965,37.767319,-88.520616
62966,37.775136,-89.350979
62967,37.58431,-88.736917
62969,37.154393,-89.342299
62970,37.222203,-89.090532
62972,37.542288,-88.791037
62974,37.781202,-88.782992
62975,37.633773,-89.387589
62976,37.221663,-89.204377
62977,37.851778,-88.545923
62979,37.822024,-88.186317
62982,37.424825,-88.365319
62983,37.902971,-89.121219
62984,37.708208,-88.149138
62985,37.458595,-88.685445
62987,37.618725,-88.660351
62988,37.259641,-89.289268
62990,37.228582,-89.398842
62992,37.280117,-89.165805
62994,37.906728,-89.342358
62995,37.438053,-88.87768
62996,37.157531,-89.151028
62997,37.982297,-89.590441
62998,37.51207,-89.458153
62999,37.869529,-89.056407
63005,38.644214,-90.651407
63010,38.430371,-90.3921
